nohup: 忽略输入
i: 1 | n_features : 20 | start
i: 6 | n_features : 11 | start
i: 6 | n_features : 11 | end
i: 6 | n_features : 10 | start
i: 6 | n_features : 10 | end
i: 6 | n_features : 9 | start
i: 6 | n_features : 9 | end
i: 6 | n_features : 8 | start
i: 6 | n_features : 8 | end
i: 6 | n_features : 7 | start
i: 6 | n_features : 7 | end
i: 6 | n_features : 6 | start
i: 6 | n_features : 6 | end
i: 6 | n_features : 5 | start
i: 6 | n_features : 5 | end
i: 7 | n_features : 20 | start
i: 7 | n_features : 20 | end
i: 7 | n_features : 19 | start
i: 7 | n_features : 19 | end
i: 7 | n_features : 18 | start
i: 7 | n_features : 18 | end
i: 7 | n_features : 17 | start
i: 7 | n_features : 17 | end
i: 7 | n_features : 16 | start
i: 7 | n_features : 16 | end
i: 7 | n_features : 15 | start
i: 7 | n_features : 15 | end
i: 7 | n_features : 14 | start
i: 7 | n_features : 14 | end
i: 7 | n_features : 13 | start
i: 7 | n_features : 13 | end
i: 7 | n_features : 12 | start
i: 7 | n_features : 12 | end
i: 7 | n_features : 11 | start
i: 7 | n_features : 11 | end
i: 7 | n_features : 10 | start
i: 7 | n_features : 10 | end
i: 7 | n_features : 9 | start
i: 7 | n_features : 9 | end
i: 7 | n_features : 8 | start
i: 7 | n_features : 8 | end
i: 7 | n_features : 7 | start
i: 7 | n_features : 7 | end
i: 7 | n_features : 6 | start
i: 7 | n_features : 6 | end
i: 7 | n_features : 5 | start
i: 7 | n_features : 5 | end
i: 8 | n_features : 20 | start
i: 8 | n_features : 20 | end
i: 8 | n_features : 19 | start
i: 8 | n_features : 19 | end
i: 8 | n_features : 18 | start
i: 8 | n_features : 18 | end
i: 8 | n_features : 17 | start
i: 8 | n_features : 17 | end
i: 8 | n_features : 16 | start
i: 8 | n_features : 16 | end
i: 8 | n_features : 15 | start
i: 8 | n_features : 15 | end
i: 8 | n_features : 14 | start
i: 8 | n_features : 14 | end
i: 8 | n_features : 13 | start
i: 8 | n_features : 13 | end
i: 8 | n_features : 12 | start
i: 8 | n_features : 12 | end
i: 8 | n_features : 11 | start
i: 8 | n_features : 11 | end
i: 8 | n_features : 10 | start
i: 8 | n_features : 10 | end
i: 8 | n_features : 9 | start
i: 8 | n_features : 9 | end
i: 8 | n_features : 8 | start
i: 8 | n_features : 8 | end
i: 8 | n_features : 7 | start
i: 8 | n_features : 7 | end
i: 8 | n_features : 6 | start
i: 8 | n_features : 6 | end
i: 8 | n_features : 5 | start
i: 8 | n_features : 5 | end
i: 9 | n_features : 20 | start
i: 9 | n_features : 20 | end
i: 9 | n_features : 19 | start
i: 9 | n_features : 19 | end
i: 9 | n_features : 18 | start
i: 9 | n_features : 18 | end
i: 9 | n_features : 17 | start
i: 9 | n_features : 17 | end
i: 9 | n_features : 16 | start
i: 9 | n_features : 16 | end
i: 9 | n_features : 15 | start
i: 9 | n_features : 15 | end
i: 9 | n_features : 14 | start
i: 9 | n_features : 14 | end
i: 9 | n_features : 13 | start
i: 9 | n_features : 13 | end
i: 9 | n_features : 12 | start
i: 9 | n_features : 12 | end
i: 9 | n_features : 11 | start
i: 9 | n_features : 11 | end
i: 9 | n_features : 10 | start
i: 9 | n_features : 10 | end
i: 9 | n_features : 9 | start
i: 9 | n_features : 9 | end
i: 9 | n_features : 8 | start
i: 9 | n_features : 8 | end
i: 9 | n_features : 7 | start
i: 9 | n_features : 7 | end
i: 9 | n_features : 6 | start
i: 9 | n_features : 6 | end
i: 9 | n_features : 5 | start
i: 9 | n_features : 5 | end
i: 10 | n_features : 20 | start
i: 10 | n_features : 20 | end
i: 10 | n_features : 19 | start
i: 10 | n_features : 19 | end
i: 10 | n_features : 18 | start
i: 10 | n_features : 18 | end
i: 10 | n_features : 17 | start
i: 10 | n_features : 17 | end
i: 10 | n_features : 16 | start
i: 10 | n_features : 16 | end
i: 10 | n_features : 15 | start
i: 10 | n_features : 15 | end
i: 10 | n_features : 14 | start
i: 10 | n_features : 14 | end
i: 10 | n_features : 13 | start
i: 10 | n_features : 13 | end
i: 10 | n_features : 12 | start
i: 10 | n_features : 12 | end
i: 10 | n_features : 11 | start
i: 10 | n_features : 11 | end
i: 10 | n_features : 10 | start
i: 10 | n_features : 10 | end
i: 10 | n_features : 9 | start
i: 10 | n_features : 9 | end
i: 10 | n_features : 8 | start
i: 10 | n_features : 8 | end
i: 10 | n_features : 7 | start
i: 10 | n_features : 7 | end
i: 10 | n_features : 6 | start
i: 10 | n_features : 6 | end
i: 10 | n_features : 5 | start
i: 10 | n_features : 5 | end
i: 11 | n_features : 20 | start
i: 11 | n_features : 20 | end
i: 11 | n_features : 19 | start
i: 11 | n_features : 19 | end
i: 11 | n_features : 18 | start
i: 11 | n_features : 18 | end
i: 11 | n_features : 17 | start
i: 11 | n_features : 17 | end
i: 11 | n_features : 16 | start
i: 11 | n_features : 16 | end
i: 11 | n_features : 15 | start
i: 11 | n_features : 15 | end
i: 11 | n_features : 14 | start
i: 11 | n_features : 14 | end
i: 11 | n_features : 13 | start
i: 11 | n_features : 13 | end
i: 11 | n_features : 12 | start
i: 11 | n_features : 12 | end
i: 11 | n_features : 11 | start
i: 11 | n_features : 11 | end
i: 11 | n_features : 10 | start
i: 11 | n_features : 10 | end
i: 11 | n_features : 9 | start
i: 11 | n_features : 9 | end
i: 11 | n_features : 8 | start
i: 11 | n_features : 8 | end
i: 11 | n_features : 7 | start
i: 11 | n_features : 7 | end
i: 11 | n_features : 6 | start
i: 11 | n_features : 6 | end
i: 11 | n_features : 5 | start
i: 11 | n_features : 5 | end
i: 12 | n_features : 20 | start
i: 12 | n_features : 20 | end
i: 12 | n_features : 19 | start
i: 12 | n_features : 19 | end
i: 12 | n_features : 18 | start
i: 12 | n_features : 18 | end
i: 12 | n_features : 17 | start
i: 12 | n_features : 17 | end
i: 12 | n_features : 16 | start
i: 12 | n_features : 16 | end
i: 12 | n_features : 15 | start
i: 12 | n_features : 15 | end
i: 12 | n_features : 14 | start
i: 12 | n_features : 14 | end
i: 12 | n_features : 13 | start
i: 12 | n_features : 13 | end
i: 12 | n_features : 12 | start
i: 12 | n_features : 12 | end
i: 12 | n_features : 11 | start
i: 12 | n_features : 11 | end
i: 12 | n_features : 10 | start
i: 12 | n_features : 10 | end
i: 12 | n_features : 9 | start
i: 12 | n_features : 9 | end
i: 12 | n_features : 8 | start
i: 12 | n_features : 8 | end
i: 12 | n_features : 7 | start
i: 12 | n_features : 7 | end
i: 12 | n_features : 6 | start
i: 12 | n_features : 6 | end
i: 12 | n_features : 5 | start
i: 12 | n_features : 5 | end
i: 13 | n_features : 20 | start
i: 13 | n_features : 20 | end
i: 13 | n_features : 19 | start
i: 13 | n_features : 19 | end
i: 13 | n_features : 18 | start
i: 13 | n_features : 18 | end
i: 13 | n_features : 17 | start
i: 13 | n_features : 17 | end
i: 13 | n_features : 16 | start
i: 13 | n_features : 16 | end
i: 13 | n_features : 15 | start
i: 13 | n_features : 15 | end
i: 13 | n_features : 14 | start
i: 13 | n_features : 14 | end
i: 13 | n_features : 13 | start
i: 13 | n_features : 13 | end
i: 13 | n_features : 12 | start
i: 13 | n_features : 12 | end
i: 13 | n_features : 11 | start
i: 13 | n_features : 11 | end
i: 13 | n_features : 10 | start
i: 13 | n_features : 10 | end
i: 13 | n_features : 9 | start
i: 13 | n_features : 9 | end
i: 13 | n_features : 8 | start
i: 13 | n_features : 8 | end
i: 13 | n_features : 7 | start
i: 13 | n_features : 7 | end
i: 13 | n_features : 6 | start
i: 13 | n_features : 6 | end
i: 13 | n_features : 5 | start
i: 13 | n_features : 5 | end
i: 14 | n_features : 20 | start
i: 14 | n_features : 20 | end
i: 14 | n_features : 19 | start
i: 14 | n_features : 19 | end
i: 14 | n_features : 18 | start
i: 14 | n_features : 18 | end
i: 14 | n_features : 17 | start
i: 14 | n_features : 17 | end
i: 14 | n_features : 16 | start
i: 14 | n_features : 16 | end
i: 14 | n_features : 15 | start
i: 14 | n_features : 15 | end
i: 14 | n_features : 14 | start
i: 14 | n_features : 14 | end
i: 14 | n_features : 13 | start
i: 14 | n_features : 13 | end
i: 14 | n_features : 12 | start
i: 14 | n_features : 12 | end
i: 14 | n_features : 11 | start
i: 14 | n_features : 11 | end
i: 14 | n_features : 10 | start
i: 14 | n_features : 10 | end
i: 14 | n_features : 9 | start
i: 14 | n_features : 9 | end
i: 14 | n_features : 8 | start
i: 14 | n_features : 8 | end
i: 14 | n_features : 7 | start
i: 14 | n_features : 7 | end
i: 14 | n_features : 6 | start
i: 14 | n_features : 6 | end
i: 14 | n_features : 5 | start
i: 14 | n_features : 5 | end
i: 15 | n_features : 20 | start
i: 15 | n_features : 20 | end
i: 15 | n_features : 19 | start
i: 15 | n_features : 19 | end
i: 15 | n_features : 18 | start
i: 15 | n_features : 18 | end
i: 15 | n_features : 17 | start
i: 15 | n_features : 17 | end
i: 15 | n_features : 16 | start
i: 15 | n_features : 16 | end
i: 15 | n_features : 15 | start
i: 15 | n_features : 15 | end
i: 15 | n_features : 14 | start
i: 15 | n_features : 14 | end
i: 15 | n_features : 13 | start
i: 15 | n_features : 13 | end
i: 15 | n_features : 12 | start
i: 15 | n_features : 12 | end
i: 15 | n_features : 11 | start
i: 15 | n_features : 11 | end
i: 15 | n_features : 10 | start
i: 15 | n_features : 10 | end
i: 15 | n_features : 9 | start
i: 15 | n_features : 9 | end
i: 15 | n_features : 8 | start
i: 15 | n_features : 8 | end
i: 15 | n_features : 7 | start
i: 15 | n_features : 7 | end
i: 15 | n_features : 6 | start
i: 15 | n_features : 6 | end
i: 15 | n_features : 5 | start
i: 15 | n_features : 5 | end
i: 16 | n_features : 20 | start
i: 16 | n_features : 20 | end
i: 16 | n_features : 19 | start
i: 16 | n_features : 19 | end
i: 16 | n_features : 18 | start
i: 16 | n_features : 18 | end
i: 16 | n_features : 17 | start
i: 16 | n_features : 17 | end
i: 16 | n_features : 16 | start
i: 16 | n_features : 16 | end
i: 16 | n_features : 15 | start
i: 16 | n_features : 15 | end
i: 16 | n_features : 14 | start
i: 16 | n_features : 14 | end
i: 16 | n_features : 13 | start
i: 16 | n_features : 13 | end
i: 16 | n_features : 12 | start
i: 16 | n_features : 12 | end
i: 16 | n_features : 11 | start
i: 16 | n_features : 11 | end
i: 16 | n_features : 10 | start
i: 16 | n_features : 10 | end
i: 16 | n_features : 9 | start
i: 16 | n_features : 9 | end
i: 16 | n_features : 8 | start
i: 16 | n_features : 8 | end
i: 16 | n_features : 7 | start
i: 16 | n_features : 7 | end
i: 16 | n_features : 6 | start
i: 16 | n_features : 6 | end
i: 16 | n_features : 5 | start
i: 16 | n_features : 5 | end
i: 17 | n_features : 20 | start
i: 17 | n_features : 20 | end
i: 17 | n_features : 19 | start
i: 17 | n_features : 19 | end
i: 17 | n_features : 18 | start
i: 17 | n_features : 18 | end
i: 17 | n_features : 17 | start
i: 17 | n_features : 17 | end
i: 17 | n_features : 16 | start
i: 17 | n_features : 16 | end
i: 17 | n_features : 15 | start
i: 17 | n_features : 15 | end
i: 17 | n_features : 14 | start
i: 17 | n_features : 14 | end
i: 17 | n_features : 13 | start
i: 17 | n_features : 13 | end
i: 17 | n_features : 12 | start
i: 17 | n_features : 12 | end
i: 17 | n_features : 11 | start
i: 17 | n_features : 11 | end
i: 17 | n_features : 10 | start
i: 17 | n_features : 10 | end
i: 17 | n_features : 9 | start
i: 17 | n_features : 9 | end
i: 17 | n_features : 8 | start
i: 17 | n_features : 8 | end
i: 17 | n_features : 7 | start
i: 17 | n_features : 7 | end
i: 17 | n_features : 6 | start
i: 17 | n_features : 6 | end
i: 17 | n_features : 5 | start
i: 17 | n_features : 5 | end
i: 18 | n_features : 20 | start
i: 18 | n_features : 20 | end
i: 18 | n_features : 19 | start
i: 18 | n_features : 19 | end
i: 18 | n_features : 18 | start
i: 18 | n_features : 18 | end
i: 18 | n_features : 17 | start
i: 18 | n_features : 17 | end
i: 18 | n_features : 16 | start
i: 18 | n_features : 16 | end
i: 18 | n_features : 15 | start
i: 18 | n_features : 15 | end
i: 18 | n_features : 14 | start
i: 18 | n_features : 14 | end
i: 18 | n_features : 13 | start
i: 18 | n_features : 13 | end
i: 18 | n_features : 12 | start
i: 18 | n_features : 12 | end
i: 18 | n_features : 11 | start
i: 18 | n_features : 11 | end
i: 18 | n_features : 10 | start
i: 18 | n_features : 10 | end
i: 18 | n_features : 9 | start
i: 18 | n_features : 9 | end
i: 18 | n_features : 8 | start
i: 18 | n_features : 8 | end
i: 18 | n_features : 7 | start
i: 18 | n_features : 7 | end
i: 18 | n_features : 6 | start
i: 18 | n_features : 6 | end
i: 18 | n_features : 5 | start
i: 18 | n_features : 5 | end
i: 19 | n_features : 20 | start
i: 19 | n_features : 20 | end
i: 19 | n_features : 19 | start
i: 19 | n_features : 19 | end
i: 19 | n_features : 18 | start
i: 19 | n_features : 18 | end
i: 19 | n_features : 17 | start
i: 19 | n_features : 17 | end
i: 19 | n_features : 16 | start
i: 19 | n_features : 16 | end
i: 19 | n_features : 15 | start
i: 19 | n_features : 15 | end
i: 19 | n_features : 14 | start
i: 19 | n_features : 14 | end
i: 19 | n_features : 13 | start
i: 19 | n_features : 13 | end
i: 19 | n_features : 12 | start
i: 19 | n_features : 12 | end
i: 19 | n_features : 11 | start
i: 19 | n_features : 11 | end
i: 19 | n_features : 10 | start
i: 19 | n_features : 10 | end
i: 19 | n_features : 9 | start
i: 19 | n_features : 9 | end
i: 19 | n_features : 8 | start
i: 19 | n_features : 8 | end
i: 19 | n_features : 7 | start
i: 19 | n_features : 7 | end
i: 19 | n_features : 6 | start
i: 19 | n_features : 6 | end
i: 19 | n_features : 5 | start
i: 19 | n_features : 5 | end
i: 20 | n_features : 20 | start
i: 20 | n_features : 20 | end
i: 20 | n_features : 19 | start
i: 20 | n_features : 19 | end
i: 20 | n_features : 18 | start
i: 20 | n_features : 18 | end
i: 20 | n_features : 17 | start
i: 20 | n_features : 17 | end
i: 20 | n_features : 16 | start
i: 20 | n_features : 16 | end
i: 20 | n_features : 15 | start
i: 20 | n_features : 15 | end
i: 20 | n_features : 14 | start
i: 20 | n_features : 14 | end
i: 20 | n_features : 13 | start
i: 20 | n_features : 13 | end
i: 20 | n_features : 12 | start
i: 20 | n_features : 12 | end
i: 20 | n_features : 11 | start
i: 20 | n_features : 11 | end
i: 20 | n_features : 10 | start
i: 20 | n_features : 10 | end
i: 20 | n_features : 9 | start
i: 20 | n_features : 9 | end
i: 20 | n_features : 8 | start
i: 20 | n_features : 8 | end
i: 20 | n_features : 7 | start
i: 20 | n_features : 7 | end
i: 20 | n_features : 6 | start
i: 20 | n_features : 6 | end
i: 20 | n_features : 5 | start
i: 20 | n_features : 5 | end
     Dataset  n_features    CV_RMSE     CV_R2  Test_RMSE   Test_R2
0          1          20  10.147514  0.484704   8.783357  0.673258
1          1          19  10.019989  0.492354   9.291154  0.634386
2          1          18  10.075740  0.502226   8.502419  0.693826
3          1          17   9.975980  0.502451   8.712344  0.678520
4          1          16   9.861638  0.508681   9.707355  0.600896
..       ...         ...        ...       ...        ...       ...
315       20           9   9.777630  0.525511  11.669060  0.488816
316       20           8  10.079327  0.503970  11.762193  0.480623
317       20           7   9.732570  0.529702  11.378271  0.513975
318       20           6   9.731795  0.544608  11.567385  0.497685
319       20           5  10.714561  0.463749  11.172398  0.531404

[320 rows x 6 columns]
