nohup: 忽略输入
i: 1 | n_features : 20 | start
i: 6 | n_features : 11 | start
i: 6 | n_features : 11 | end
i: 6 | n_features : 10 | start
i: 6 | n_features : 10 | end
i: 6 | n_features : 9 | start
i: 6 | n_features : 9 | end
i: 6 | n_features : 8 | start
i: 6 | n_features : 8 | end
i: 6 | n_features : 7 | start
i: 6 | n_features : 7 | end
i: 6 | n_features : 6 | start
i: 6 | n_features : 6 | end
i: 6 | n_features : 5 | start
i: 6 | n_features : 5 | end
i: 7 | n_features : 20 | start
i: 7 | n_features : 20 | end
i: 7 | n_features : 19 | start
i: 7 | n_features : 19 | end
i: 7 | n_features : 18 | start
i: 7 | n_features : 18 | end
i: 7 | n_features : 17 | start
i: 7 | n_features : 17 | end
i: 7 | n_features : 16 | start
i: 7 | n_features : 16 | end
i: 7 | n_features : 15 | start
i: 7 | n_features : 15 | end
i: 7 | n_features : 14 | start
i: 7 | n_features : 14 | end
i: 7 | n_features : 13 | start
i: 7 | n_features : 13 | end
i: 7 | n_features : 12 | start
i: 7 | n_features : 12 | end
i: 7 | n_features : 11 | start
i: 7 | n_features : 11 | end
i: 7 | n_features : 10 | start
i: 7 | n_features : 10 | end
i: 7 | n_features : 9 | start
i: 7 | n_features : 9 | end
i: 7 | n_features : 8 | start
i: 7 | n_features : 8 | end
i: 7 | n_features : 7 | start
i: 7 | n_features : 7 | end
i: 7 | n_features : 6 | start
i: 7 | n_features : 6 | end
i: 7 | n_features : 5 | start
i: 7 | n_features : 5 | end
i: 8 | n_features : 20 | start
i: 8 | n_features : 20 | end
i: 8 | n_features : 19 | start
i: 8 | n_features : 19 | end
i: 8 | n_features : 18 | start
i: 8 | n_features : 18 | end
i: 8 | n_features : 17 | start
i: 8 | n_features : 17 | end
i: 8 | n_features : 16 | start
i: 8 | n_features : 16 | end
i: 8 | n_features : 15 | start
i: 8 | n_features : 15 | end
i: 8 | n_features : 14 | start
i: 8 | n_features : 14 | end
i: 8 | n_features : 13 | start
i: 8 | n_features : 13 | end
i: 8 | n_features : 12 | start
i: 8 | n_features : 12 | end
i: 8 | n_features : 11 | start
i: 8 | n_features : 11 | end
i: 8 | n_features : 10 | start
i: 8 | n_features : 10 | end
i: 8 | n_features : 9 | start
i: 8 | n_features : 9 | end
i: 8 | n_features : 8 | start
i: 8 | n_features : 8 | end
i: 8 | n_features : 7 | start
i: 8 | n_features : 7 | end
i: 8 | n_features : 6 | start
i: 8 | n_features : 6 | end
i: 8 | n_features : 5 | start
i: 8 | n_features : 5 | end
i: 9 | n_features : 20 | start
i: 9 | n_features : 20 | end
i: 9 | n_features : 19 | start
i: 9 | n_features : 19 | end
i: 9 | n_features : 18 | start
i: 9 | n_features : 18 | end
i: 9 | n_features : 17 | start
i: 9 | n_features : 17 | end
i: 9 | n_features : 16 | start
i: 9 | n_features : 16 | end
i: 9 | n_features : 15 | start
i: 9 | n_features : 15 | end
i: 9 | n_features : 14 | start
i: 9 | n_features : 14 | end
i: 9 | n_features : 13 | start
i: 9 | n_features : 13 | end
i: 9 | n_features : 12 | start
i: 9 | n_features : 12 | end
i: 9 | n_features : 11 | start
i: 9 | n_features : 11 | end
i: 9 | n_features : 10 | start
i: 9 | n_features : 10 | end
i: 9 | n_features : 9 | start
i: 9 | n_features : 9 | end
i: 9 | n_features : 8 | start
i: 9 | n_features : 8 | end
i: 9 | n_features : 7 | start
i: 9 | n_features : 7 | end
i: 9 | n_features : 6 | start
i: 9 | n_features : 6 | end
i: 9 | n_features : 5 | start
i: 9 | n_features : 5 | end
i: 10 | n_features : 20 | start
i: 10 | n_features : 20 | end
i: 10 | n_features : 19 | start
i: 10 | n_features : 19 | end
i: 10 | n_features : 18 | start
i: 10 | n_features : 18 | end
i: 10 | n_features : 17 | start
i: 10 | n_features : 17 | end
i: 10 | n_features : 16 | start
i: 10 | n_features : 16 | end
i: 10 | n_features : 15 | start
i: 10 | n_features : 15 | end
i: 10 | n_features : 14 | start
i: 10 | n_features : 14 | end
i: 10 | n_features : 13 | start
i: 10 | n_features : 13 | end
i: 10 | n_features : 12 | start
i: 10 | n_features : 12 | end
i: 10 | n_features : 11 | start
i: 10 | n_features : 11 | end
i: 10 | n_features : 10 | start
i: 10 | n_features : 10 | end
i: 10 | n_features : 9 | start
i: 10 | n_features : 9 | end
i: 10 | n_features : 8 | start
i: 10 | n_features : 8 | end
i: 10 | n_features : 7 | start
i: 10 | n_features : 7 | end
i: 10 | n_features : 6 | start
i: 10 | n_features : 6 | end
i: 10 | n_features : 5 | start
i: 10 | n_features : 5 | end
i: 11 | n_features : 20 | start
i: 11 | n_features : 20 | end
i: 11 | n_features : 19 | start
i: 11 | n_features : 19 | end
i: 11 | n_features : 18 | start
i: 11 | n_features : 18 | end
i: 11 | n_features : 17 | start
i: 11 | n_features : 17 | end
i: 11 | n_features : 16 | start
i: 11 | n_features : 16 | end
i: 11 | n_features : 15 | start
i: 11 | n_features : 15 | end
i: 11 | n_features : 14 | start
i: 11 | n_features : 14 | end
i: 11 | n_features : 13 | start
i: 11 | n_features : 13 | end
i: 11 | n_features : 12 | start
i: 11 | n_features : 12 | end
i: 11 | n_features : 11 | start
i: 11 | n_features : 11 | end
i: 11 | n_features : 10 | start
i: 11 | n_features : 10 | end
i: 11 | n_features : 9 | start
i: 11 | n_features : 9 | end
i: 11 | n_features : 8 | start
i: 11 | n_features : 8 | end
i: 11 | n_features : 7 | start
i: 11 | n_features : 7 | end
i: 11 | n_features : 6 | start
i: 11 | n_features : 6 | end
i: 11 | n_features : 5 | start
i: 11 | n_features : 5 | end
i: 12 | n_features : 20 | start
i: 12 | n_features : 20 | end
i: 12 | n_features : 19 | start
i: 12 | n_features : 19 | end
i: 12 | n_features : 18 | start
i: 12 | n_features : 18 | end
i: 12 | n_features : 17 | start
i: 12 | n_features : 17 | end
i: 12 | n_features : 16 | start
i: 12 | n_features : 16 | end
i: 12 | n_features : 15 | start
i: 12 | n_features : 15 | end
i: 12 | n_features : 14 | start
i: 12 | n_features : 14 | end
i: 12 | n_features : 13 | start
i: 12 | n_features : 13 | end
i: 12 | n_features : 12 | start
i: 12 | n_features : 12 | end
i: 12 | n_features : 11 | start
i: 12 | n_features : 11 | end
i: 12 | n_features : 10 | start
i: 12 | n_features : 10 | end
i: 12 | n_features : 9 | start
i: 12 | n_features : 9 | end
i: 12 | n_features : 8 | start
i: 12 | n_features : 8 | end
i: 12 | n_features : 7 | start
i: 12 | n_features : 7 | end
i: 12 | n_features : 6 | start
i: 12 | n_features : 6 | end
i: 12 | n_features : 5 | start
i: 12 | n_features : 5 | end
i: 13 | n_features : 20 | start
i: 13 | n_features : 20 | end
i: 13 | n_features : 19 | start
i: 13 | n_features : 19 | end
i: 13 | n_features : 18 | start
i: 13 | n_features : 18 | end
i: 13 | n_features : 17 | start
i: 13 | n_features : 17 | end
i: 13 | n_features : 16 | start
i: 13 | n_features : 16 | end
i: 13 | n_features : 15 | start
i: 13 | n_features : 15 | end
i: 13 | n_features : 14 | start
i: 13 | n_features : 14 | end
i: 13 | n_features : 13 | start
i: 13 | n_features : 13 | end
i: 13 | n_features : 12 | start
i: 13 | n_features : 12 | end
i: 13 | n_features : 11 | start
i: 13 | n_features : 11 | end
i: 13 | n_features : 10 | start
i: 13 | n_features : 10 | end
i: 13 | n_features : 9 | start
i: 13 | n_features : 9 | end
i: 13 | n_features : 8 | start
i: 13 | n_features : 8 | end
i: 13 | n_features : 7 | start
i: 13 | n_features : 7 | end
i: 13 | n_features : 6 | start
i: 13 | n_features : 6 | end
i: 13 | n_features : 5 | start
i: 13 | n_features : 5 | end
i: 14 | n_features : 20 | start
i: 14 | n_features : 20 | end
i: 14 | n_features : 19 | start
i: 14 | n_features : 19 | end
i: 14 | n_features : 18 | start
i: 14 | n_features : 18 | end
i: 14 | n_features : 17 | start
i: 14 | n_features : 17 | end
i: 14 | n_features : 16 | start
i: 14 | n_features : 16 | end
i: 14 | n_features : 15 | start
i: 14 | n_features : 15 | end
i: 14 | n_features : 14 | start
i: 14 | n_features : 14 | end
i: 14 | n_features : 13 | start
i: 14 | n_features : 13 | end
i: 14 | n_features : 12 | start
i: 14 | n_features : 12 | end
i: 14 | n_features : 11 | start
i: 14 | n_features : 11 | end
i: 14 | n_features : 10 | start
i: 14 | n_features : 10 | end
i: 14 | n_features : 9 | start
i: 14 | n_features : 9 | end
i: 14 | n_features : 8 | start
i: 14 | n_features : 8 | end
i: 14 | n_features : 7 | start
i: 14 | n_features : 7 | end
i: 14 | n_features : 6 | start
i: 14 | n_features : 6 | end
i: 14 | n_features : 5 | start
i: 14 | n_features : 5 | end
i: 15 | n_features : 20 | start
i: 15 | n_features : 20 | end
i: 15 | n_features : 19 | start
i: 15 | n_features : 19 | end
i: 15 | n_features : 18 | start
i: 15 | n_features : 18 | end
i: 15 | n_features : 17 | start
i: 15 | n_features : 17 | end
i: 15 | n_features : 16 | start
i: 15 | n_features : 16 | end
i: 15 | n_features : 15 | start
i: 15 | n_features : 15 | end
i: 15 | n_features : 14 | start
i: 15 | n_features : 14 | end
i: 15 | n_features : 13 | start
i: 15 | n_features : 13 | end
i: 15 | n_features : 12 | start
i: 15 | n_features : 12 | end
i: 15 | n_features : 11 | start
i: 15 | n_features : 11 | end
i: 15 | n_features : 10 | start
i: 15 | n_features : 10 | end
i: 15 | n_features : 9 | start
i: 15 | n_features : 9 | end
i: 15 | n_features : 8 | start
i: 15 | n_features : 8 | end
i: 15 | n_features : 7 | start
i: 15 | n_features : 7 | end
i: 15 | n_features : 6 | start
i: 15 | n_features : 6 | end
i: 15 | n_features : 5 | start
i: 15 | n_features : 5 | end
i: 16 | n_features : 20 | start
i: 16 | n_features : 20 | end
i: 16 | n_features : 19 | start
i: 16 | n_features : 19 | end
i: 16 | n_features : 18 | start
i: 16 | n_features : 18 | end
i: 16 | n_features : 17 | start
i: 16 | n_features : 17 | end
i: 16 | n_features : 16 | start
i: 16 | n_features : 16 | end
i: 16 | n_features : 15 | start
i: 16 | n_features : 15 | end
i: 16 | n_features : 14 | start
i: 16 | n_features : 14 | end
i: 16 | n_features : 13 | start
i: 16 | n_features : 13 | end
i: 16 | n_features : 12 | start
i: 16 | n_features : 12 | end
i: 16 | n_features : 11 | start
i: 16 | n_features : 11 | end
i: 16 | n_features : 10 | start
i: 16 | n_features : 10 | end
i: 16 | n_features : 9 | start
i: 16 | n_features : 9 | end
i: 16 | n_features : 8 | start
i: 16 | n_features : 8 | end
i: 16 | n_features : 7 | start
i: 16 | n_features : 7 | end
i: 16 | n_features : 6 | start
i: 16 | n_features : 6 | end
i: 16 | n_features : 5 | start
i: 16 | n_features : 5 | end
i: 17 | n_features : 20 | start
i: 17 | n_features : 20 | end
i: 17 | n_features : 19 | start
i: 17 | n_features : 19 | end
i: 17 | n_features : 18 | start
i: 17 | n_features : 18 | end
i: 17 | n_features : 17 | start
i: 17 | n_features : 17 | end
i: 17 | n_features : 16 | start
i: 17 | n_features : 16 | end
i: 17 | n_features : 15 | start
i: 17 | n_features : 15 | end
i: 17 | n_features : 14 | start
i: 17 | n_features : 14 | end
i: 17 | n_features : 13 | start
i: 17 | n_features : 13 | end
i: 17 | n_features : 12 | start
i: 17 | n_features : 12 | end
i: 17 | n_features : 11 | start
i: 17 | n_features : 11 | end
i: 17 | n_features : 10 | start
i: 17 | n_features : 10 | end
i: 17 | n_features : 9 | start
i: 17 | n_features : 9 | end
i: 17 | n_features : 8 | start
i: 17 | n_features : 8 | end
i: 17 | n_features : 7 | start
i: 17 | n_features : 7 | end
i: 17 | n_features : 6 | start
i: 17 | n_features : 6 | end
i: 17 | n_features : 5 | start
i: 17 | n_features : 5 | end
i: 18 | n_features : 20 | start
i: 18 | n_features : 20 | end
i: 18 | n_features : 19 | start
i: 18 | n_features : 19 | end
i: 18 | n_features : 18 | start
i: 18 | n_features : 18 | end
i: 18 | n_features : 17 | start
i: 18 | n_features : 17 | end
i: 18 | n_features : 16 | start
i: 18 | n_features : 16 | end
i: 18 | n_features : 15 | start
i: 18 | n_features : 15 | end
i: 18 | n_features : 14 | start
i: 18 | n_features : 14 | end
i: 18 | n_features : 13 | start
i: 18 | n_features : 13 | end
i: 18 | n_features : 12 | start
i: 18 | n_features : 12 | end
i: 18 | n_features : 11 | start
i: 18 | n_features : 11 | end
i: 18 | n_features : 10 | start
i: 18 | n_features : 10 | end
i: 18 | n_features : 9 | start
i: 18 | n_features : 9 | end
i: 18 | n_features : 8 | start
i: 18 | n_features : 8 | end
i: 18 | n_features : 7 | start
i: 18 | n_features : 7 | end
i: 18 | n_features : 6 | start
i: 18 | n_features : 6 | end
i: 18 | n_features : 5 | start
i: 18 | n_features : 5 | end
i: 19 | n_features : 20 | start
i: 19 | n_features : 20 | end
i: 19 | n_features : 19 | start
i: 19 | n_features : 19 | end
i: 19 | n_features : 18 | start
i: 19 | n_features : 18 | end
i: 19 | n_features : 17 | start
i: 19 | n_features : 17 | end
i: 19 | n_features : 16 | start
i: 19 | n_features : 16 | end
i: 19 | n_features : 15 | start
i: 19 | n_features : 15 | end
i: 19 | n_features : 14 | start
i: 19 | n_features : 14 | end
i: 19 | n_features : 13 | start
i: 19 | n_features : 13 | end
i: 19 | n_features : 12 | start
i: 19 | n_features : 12 | end
i: 19 | n_features : 11 | start
i: 19 | n_features : 11 | end
i: 19 | n_features : 10 | start
i: 19 | n_features : 10 | end
i: 19 | n_features : 9 | start
i: 19 | n_features : 9 | end
i: 19 | n_features : 8 | start
i: 19 | n_features : 8 | end
i: 19 | n_features : 7 | start
i: 19 | n_features : 7 | end
i: 19 | n_features : 6 | start
i: 19 | n_features : 6 | end
i: 19 | n_features : 5 | start
i: 19 | n_features : 5 | end
i: 20 | n_features : 20 | start
i: 20 | n_features : 20 | end
i: 20 | n_features : 19 | start
i: 20 | n_features : 19 | end
i: 20 | n_features : 18 | start
i: 20 | n_features : 18 | end
i: 20 | n_features : 17 | start
i: 20 | n_features : 17 | end
i: 20 | n_features : 16 | start
i: 20 | n_features : 16 | end
i: 20 | n_features : 15 | start
i: 20 | n_features : 15 | end
i: 20 | n_features : 14 | start
i: 20 | n_features : 14 | end
i: 20 | n_features : 13 | start
i: 20 | n_features : 13 | end
i: 20 | n_features : 12 | start
i: 20 | n_features : 12 | end
i: 20 | n_features : 11 | start
i: 20 | n_features : 11 | end
i: 20 | n_features : 10 | start
i: 20 | n_features : 10 | end
i: 20 | n_features : 9 | start
i: 20 | n_features : 9 | end
i: 20 | n_features : 8 | start
i: 20 | n_features : 8 | end
i: 20 | n_features : 7 | start
i: 20 | n_features : 7 | end
i: 20 | n_features : 6 | start
i: 20 | n_features : 6 | end
i: 20 | n_features : 5 | start
i: 20 | n_features : 5 | end
     Dataset  n_features    CV_RMSE     CV_R2  Test_RMSE   Test_R2
0          1          20  24.847038  0.681973  23.607343  0.593503
1          1          19  25.315235  0.673111  23.650404  0.592019
2          1          18  25.246432  0.691976  23.137915  0.609509
3          1          17  25.480396  0.683090  23.676814  0.591107
4          1          16  25.311861  0.681564  23.297202  0.604114
..       ...         ...        ...       ...        ...       ...
315       20           9  26.760524  0.671553  24.190278  0.677155
316       20           8  26.691836  0.673261  22.931686  0.709876
317       20           7  26.699339  0.666297  22.699336  0.715725
318       20           6  26.747444  0.665400  23.300135  0.700478
319       20           5  27.334049  0.658567  25.649642  0.637027

[320 rows x 6 columns]
